#                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tr|A0A059HXD5|A0A059HXD5_CAMJU -           1169 MFS_1                PF07690.22   347   3.6e-25   78.5  28.7   1   3   3.6e-25   3.6e-25   78.5  28.7     3   344    17   377    15   380 0.78 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Campylobacter jejuni K5 OX=1365662 GN=N218_13000 PE=4 SV=1
tr|A0A059HXD5|A0A059HXD5_CAMJU -           1169 MFS_1                PF07690.22   347   3.6e-25   78.5  28.7   2   3      0.95      0.95   -1.8   4.7   131   170   373   413   372   419 0.78 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Campylobacter jejuni K5 OX=1365662 GN=N218_13000 PE=4 SV=1
tr|A0A059HXD5|A0A059HXD5_CAMJU -           1169 MFS_1                PF07690.22   347   3.6e-25   78.5  28.7   3   3         2         2   -2.9   0.1   272   302   782   812   773   819 0.42 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Campylobacter jejuni K5 OX=1365662 GN=N218_13000 PE=4 SV=1
tr|A0A0B7J4E1|A0A0B7J4E1_9RICK -           1143 MFS_1                PF07690.22   347   1.1e-24   76.9  20.5   1   2   2.7e-19   2.7e-19   59.1  11.2     3   290    19   312    18   319 0.71 Bifunctional protein Aas OS=Rickettsia monacensis OX=109232 GN=aas PE=4 SV=1
tr|A0A0B7J4E1|A0A0B7J4E1_9RICK -           1143 MFS_1                PF07690.22   347   1.1e-24   76.9  20.5   2   2   2.7e-08   2.7e-08   23.0   1.8    81   176   330   425   322   471 0.81 Bifunctional protein Aas OS=Rickettsia monacensis OX=109232 GN=aas PE=4 SV=1
tr|A0A078L284|A0A078L284_9GAMM -           1032 MFS_1                PF07690.22   347   3.1e-23   72.1  30.8   1   2   3.1e-23   3.1e-23   72.1  30.8    31   340    43   374    12   380 0.80 Bifunctional protein aas OS=Legionella massiliensis OX=1034943 GN=aas_2 PE=4 SV=1
tr|A0A078L284|A0A078L284_9GAMM -           1032 MFS_1                PF07690.22   347   3.1e-23   72.1  30.8   2   2       6.4       6.4   -4.6   8.3    68   290   379   416   370   435 0.40 Bifunctional protein aas OS=Legionella massiliensis OX=1034943 GN=aas_2 PE=4 SV=1
tr|A0A090AMF3|A0A090AMF3_9GAMM -           1149 MFS_1                PF07690.22   347   9.4e-22   67.2  32.1   1   2   9.4e-22   9.4e-22   67.2  32.1    35   345    52   379    13   381 0.75 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Thioploca ingrica OX=40754 GN=THII_2123 PE=4 SV=1
tr|A0A090AMF3|A0A090AMF3_9GAMM -           1149 MFS_1                PF07690.22   347   9.4e-22   67.2  32.1   2   2     0.052     0.052    2.3   1.7   135   172   378   416   374   477 0.71 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Thioploca ingrica OX=40754 GN=THII_2123 PE=4 SV=1
tr|A0A060B7Q6|A0A060B7Q6_9GAMM -           1057 MFS_1                PF07690.22   347   3.7e-20   62.0  35.0   1   2   3.7e-20   3.7e-20   62.0  35.0     3   343    15   374    13   377 0.74 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Halomonas campaniensis OX=213554 GN=FF32_10120 PE=4 SV=1
tr|A0A060B7Q6|A0A060B7Q6_9GAMM -           1057 MFS_1                PF07690.22   347   3.7e-20   62.0  35.0   2   2      0.43      0.43   -0.7   4.8   274   311   373   411   371   437 0.63 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Halomonas campaniensis OX=213554 GN=FF32_10120 PE=4 SV=1
tr|A0A021XCW7|A0A021XCW7_9RHIZ -           1132 MFS_1                PF07690.22   347   6.1e-20   61.3  55.6   1   2   7.9e-19   7.9e-19   57.6  36.3     2   303    15   320    14   334 0.75 Acyl-CoA synthetases (AMP-forming)/AMP-acid ligase II OS=Shinella sp. DD12 OX=1410620 GN=SHLA_43c000560 PE=4 SV=1
tr|A0A021XCW7|A0A021XCW7_9RHIZ -           1132 MFS_1                PF07690.22   347   6.1e-20   61.3  55.6   2   2    0.0059    0.0059    5.4  16.2    77   174   320   416   306   438 0.73 Acyl-CoA synthetases (AMP-forming)/AMP-acid ligase II OS=Shinella sp. DD12 OX=1410620 GN=SHLA_43c000560 PE=4 SV=1
tr|A0A064AH09|A0A064AH09_9FUSO -           1118 MFS_1                PF07690.22   347   1.2e-19   60.3  47.3   1   2   3.1e-18   3.1e-18   55.7  26.1     1   289    11   303    11   309 0.83 Acyl-CoA synthetase OS=Fusobacterium necrophorum BFTR-2 OX=1441736 GN=FUSO7_06405 PE=4 SV=1
tr|A0A064AH09|A0A064AH09_9FUSO -           1118 MFS_1                PF07690.22   347   1.2e-19   60.3  47.3   2   2   0.00023   0.00023   10.0  13.3    87   179   325   419   313   478 0.78 Acyl-CoA synthetase OS=Fusobacterium necrophorum BFTR-2 OX=1441736 GN=FUSO7_06405 PE=4 SV=1
tr|A0A0B1ZWT2|A0A0B1ZWT2_9SPHN -           1125 MFS_1                PF07690.22   347   1.9e-19   59.7  38.8   1   2   1.9e-19   1.9e-19   59.7  38.8     2   346    11   375    10   376 0.80 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Novosphingobium malaysiense OX=1348853 GN=LK12_01825 PE=4 SV=1
tr|A0A0B1ZWT2|A0A0B1ZWT2_9SPHN -           1125 MFS_1                PF07690.22   347   1.9e-19   59.7  38.8   2   2   0.00032   0.00032    9.6  17.7    68   175   301   414   298   422 0.79 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Novosphingobium malaysiense OX=1348853 GN=LK12_01825 PE=4 SV=1
tr|A0A075ML72|A0A075ML72_9PROT -           1096 MFS_1                PF07690.22   347   4.4e-19   58.5  33.8   1   3   4.4e-19   4.4e-19   58.5  33.8    38   346     1   330     1   367 0.79 Acylglycerophosphoethanolamine acyltransferase OS=endosymbiont of Acanthamoeba sp. UWC8 OX=86106 GN=I862_05005 PE=4 SV=1
tr|A0A075ML72|A0A075ML72_9PROT -           1096 MFS_1                PF07690.22   347   4.4e-19   58.5  33.8   2   3       4.8       4.8   -4.1   0.2   326   337   635   646   611   660 0.53 Acylglycerophosphoethanolamine acyltransferase OS=endosymbiont of Acanthamoeba sp. UWC8 OX=86106 GN=I862_05005 PE=4 SV=1
tr|A0A075ML72|A0A075ML72_9PROT -           1096 MFS_1                PF07690.22   347   4.4e-19   58.5  33.8   3   3       1.9       1.9   -2.8   0.3   230   320   800   818   781   849 0.58 Acylglycerophosphoethanolamine acyltransferase OS=endosymbiont of Acanthamoeba sp. UWC8 OX=86106 GN=I862_05005 PE=4 SV=1
tr|A0A017H5R7|A0A017H5R7_9FUSO -           1118 MFS_1                PF07690.22   347   1.4e-18   56.8  48.3   1   2   3.2e-17   3.2e-17   52.3  27.0     1   289    11   303    11   310 0.82 Acylglycerophosphoethanolamine acyltransferase OS=Fusobacterium necrophorum subsp. funduliforme B35 OX=1226633 GN=FNF_06146 PE=4 SV=1
tr|A0A017H5R7|A0A017H5R7_9FUSO -           1118 MFS_1                PF07690.22   347   1.4e-18   56.8  48.3   2   2   0.00031   0.00031    9.6  13.7    87   179   325   419   313   477 0.79 Acylglycerophosphoethanolamine acyltransferase OS=Fusobacterium necrophorum subsp. funduliforme B35 OX=1226633 GN=FNF_06146 PE=4 SV=1
tr|A0A060DVS8|A0A060DVS8_AZOBR -           1136 MFS_1                PF07690.22   347   8.7e-18   54.2  66.5   1   2   2.2e-16   2.2e-16   49.6  33.9     1   290    15   312    15   319 0.72 Acyl-[ACP]--phospholipid O-acyltransferase OS=Azospirillum brasilense OX=192 GN=ABAZ39_24185 PE=4 SV=1
tr|A0A060DVS8|A0A060DVS8_AZOBR -           1136 MFS_1                PF07690.22   347   8.7e-18   54.2  66.5   2   2   0.00023   0.00023   10.0  24.5    73   176   322   420   319   484 0.79 Acyl-[ACP]--phospholipid O-acyltransferase OS=Azospirillum brasilense OX=192 GN=ABAZ39_24185 PE=4 SV=1
tr|A0A090D9D3|A0A090D9D3_MESPL -           1138 MFS_1                PF07690.22   347   1.7e-17   53.2  63.3   1   2   3.9e-16   3.9e-16   48.8  38.9     2   291    19   312    18   330 0.76 2-acylglycerophosphoethanolamine acyltransferase OS=Mesorhizobium plurifarium OX=69974 GN=MPL3356_110022 PE=4 SV=1
tr|A0A090D9D3|A0A090D9D3_MESPL -           1138 MFS_1                PF07690.22   347   1.7e-17   53.2  63.3   2   2   0.00092   0.00092    8.1  18.1    87   176   335   425   321   431 0.72 2-acylglycerophosphoethanolamine acyltransferase OS=Mesorhizobium plurifarium OX=69974 GN=MPL3356_110022 PE=4 SV=1
tr|A0A023XA81|A0A023XA81_BRAJP -           1134 MFS_1                PF07690.22   347     7e-17   51.2  40.2   1   3     7e-17     7e-17   51.2  40.2     1   291    14   310    14   320 0.80 Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II OS=Bradyrhizobium japonicum SEMIA 5079 OX=476282 GN=BJS_07343 PE=4 SV=1
tr|A0A023XA81|A0A023XA81_BRAJP -           1134 MFS_1                PF07690.22   347     7e-17   51.2  40.2   2   3   4.8e-06   4.8e-06   15.6  35.6    14   175   239   414   238   453 0.80 Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II OS=Bradyrhizobium japonicum SEMIA 5079 OX=476282 GN=BJS_07343 PE=4 SV=1
